STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
619;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Kết quả của các câu lệnh sau là gì? s = ""1 34 56 ab cd de "" print(s. find("" "")) print(s.find(""1 "")) print(s. find(""34""))";2, 0, 3.~2, 1, 3.~3, 5, 2.~1, 4, 5.;2, 0, 3.;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
620;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Để tạo xâu in thường từ toàn bộ xâu hiện tại ta dùng hàm gì?;lower().~len().~upper().~str().;lower().;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
621;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;"Chương trình sau cho ra kết quả là gì?
greeting = 'Good '
time = 'Afternoon'
greeting = greeting + time + '!'
print(greeting)";‘GoodAfternoon’.~‘Good Afternoon!’.~Chương trình báo lỗi.~‘Good Afternoon !’.;‘Good Afternoon!’;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
622;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Kết quả của chương trình sau là gì? 
a = ""Hello""
b = ""world""
c = a + "" "" + b
print(c)";Hello world '~'Hello World'~'Hello world'~'Helloworld';Hello world';F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
623;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Lệnh sau trả lại giá trị gì? ""Trường Sơn"".find(""Sơn"",8)";5.~6.~7.~-1.; -1.;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
624;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Kết quả của chương trình sau là gì? 
line = ""Geek Geek Geek3"" 
print(line.split()) 
print(line.split(\ \, 1))";""" Geek1~Geek2~Geek3 "", "" Geek1~Geek2~Geek3 "", "" Geek1 Geek2~Geek3 "", "" Geek1 Geek2~Geek3 """;""" Geek1~Geek2~Geek3""";F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
625;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Phát biểu nào sau đây là đúng khi nói về các phương thức trong python?;Python có một lệnh đặc biệt dành riêng cho xâu kí tự.~Cú pháp của lệnh find là: <xâu mẹ>. Find(<xâu con>).~Lệnh find sẽ tìm vị trí đầu tiên của xâu con trong xâu mẹ.~Câu lệnh find có một cú pháp duy nhất.;Lệnh find sẽ tìm vị trí đầu tiên của xâu con trong xâu mẹ.;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
626;Kết nối tri thức;Một số lệnh làm việc với xâu kí tự;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Để tạo xâu in hoa từ toàn bộ xâu hiện tại ta dùng hàm nào?;lower().~len().~upper().~srt().; upper().;F2~F3~F6;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn.~Viết được chương trình con biểu diễn một thuật toán đơn giản và viết được chương trình có sử dụng chương trình con này.~Viết và thực hiện được theo hướng dẫn hoặc theo mẫu chương trình giải quyết bài toán đơn giản~
627;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;"Kết quả của chương trình sau là: 
def Kieu(Number): 
      return type(Number); 
print(Kieu (5.0))";5.~float.~Chương trình bị lỗi.~int.;float.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
628;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Phát biểu nào sau đây là đúng khi nói về thân hàm trong Python?;Phần thân hàm là dãy các câu lệnh được viết thụt lề so với dòng đầu của định nghĩa hàm.~Phần thân hàm là dãy các câu lệnh được viết thẳng lề so với dòng đầu của định nghĩa hàm.~Phần thân hàm là dãy các câu lệnh được viết hoa ở đầu dòng.~Phần thân hàm là dãy các câu lệnh được hoa và thẳng hàng so với dòng đầu của định nghĩa hàm.;Phần thân hàm là dãy các câu lệnh được viết thụt lề so với dòng đầu của định nghĩa hàm.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
629;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Kết quả của chương trình sau là: 
def PhepNhan(Number): 
      return Number * 10;
print(PhepNhan(5))";5.~10.~Chương trình bị lỗi.~50.;50.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
630;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Kết quả của chương trình sau: 
def my_function(x): 
      return * x 
print(my_function(3)) 
print(my_function(5)) 
print(my_function(9))";3, 5, 9.~9, 15, 27.~9, 5, 27.~Chương trình bị lỗi.;9, 15, 27.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
631;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;"Hàm sau có chức năng gì? 
def sum(a, b): 
      print(""sum = "" + str(a + b))";Trả về tổng của hai số a và b được truyền vào.~Trả về hai giá trị a và~Tính tổng hai số a và~Tính tổng hai số a và b và hiển thị ra màn hình.;Tính tổng hai số a và b và hiển thị ra màn hình.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
632;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Chương trình sau bị lỗi ở dòng lệnh thứ bao nhiêu? 
def add(a, b) sum = a + b 
      return sum 
x = int(input(""Nhập số thứ nhất:"")) 
y = int(input(""Nhập số thứ hai:"")) 
tong = add(x, y) 
print(""Tổng là: "" + str(tong))";1.~2.~3.~4.;1.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
633;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Số phát biểu đúng trong số phát biểu sau 1) Python cung cấp sẵn nhiều hàm thực hiện những công việc khác nhau cho người dùng tuỳ ý sử dụng. ) Lệnh float() chuyển đối tượng đã cho thành kiểu số thực. 3) Lệnh int trả về số nguyên từ số hoặc chuỗi biểu thức. 4) Trong python, người dùng chỉ được sử dụng các hàm có sẵn được xây dựng. 5) Người dùng có thể xây dựng thêm một số hàm mới.;1.~2.~3.~4.;4.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
634;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Cuối dòng đầu tiên của định nghĩa hàm phải có dấu gì?;"Dấu ‘:’.~Dấu ‘;’.~Dấu ‘.’.~Dấu ‘,’.";Dấu ‘:’.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
635;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;"Chương trình sau cho kết quả là bao nhiêu? def chao(ten): """"""Hàm này dùng để chào một người được truyền vào như một tham số"""""" print(""Xin chào, "" + ten + ""!"") chao(‘Xuan’)";“Xin chào”.~“Xin chào, Xuan!”.~“Xin chào!”.~Câu lệnh bị lỗi.;“Xin chào, Xuan!”.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
636;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Đâu là hàm trong Python?;str().~int().~len().~Tất cả đều đúng.; Tất cả đều đúng.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
637;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chương trình sau bị lỗi ở dòng lệnh thứ bao nhiêu? def add(a, b): x = a + b return(x) add(1, ) add(5, 6);2.~3.~1.~Không bị lỗi.;Không bị lỗi.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
638;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;Điền vào (…) để tìm ra số lớn nhất trong số nhập vào: def find_max(a, b, c): max = a if (…): max = b if (…): max = c return max;max < b, max <~max <= b, max <~max < b, max <=~max <= b, max <=;max < b, max < ;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
639;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Hoàn thành chương trình tính tổng một mảng sau: n = (…)(input()) lst = [] for i in range(n): lst.append(int(input())) answer = (…) for v in lst: answer *= v print(answer);float, 1.~int, 0.~int, 1.~float, 0.;int, 1.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
640;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Nhận biết;"Chương trình sau hiển thị kết quả như thế nào? def ham(): print(country) ham(""Sweden"") ham(""India"") ham(""Brazil"")";Sweden, India, Brazil.~Sweden, Brazil, Indi~Sweden, Brazil.~Chương trình bị lỗi.;Chương trình bị lỗi.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
641;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Thông hiểu;Chọn phát biểusaitrong các phát biểu sau;Lệnh print() thực hiện việc in ra màn hình.~Lệnh input() thực hiện yêu cầu nhập vào một biểu thức, số hay một xâu bất kì.~Lệnh type() trả lại kiểu dữ liệu của biểu thức trong ngoặ~Lệnh str() chuyển đối tượng đã cho thành chuỗi.;Lệnh input() thực hiện yêu cầu nhập vào một biểu thức, số hay một xâu bất kì.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
642;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Hàm nào được dùng để tạo xâu in hoa từ toàn bộ xâu hiện tại?;lower().~len().~upper().~srt().; upper().;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
643;Kết nối tri thức;Hàm trong Python;CHỦ ĐỀ F. GIẢI QUYẾT VẤN ĐỀ VỚI SỰ TRỢ GIÚP CỦA MÁY TÍNH;Vận dụng;Chương trình sau ra kết quả bao nhiêu? def get_sum(num): tmp = 0 for i in num: tmp += i return tmp result = get_sum(1, , 3, 4, 5) print(result);12.~13.~14.~15.;15.;F2;Viết được chương trình có sử dụng chương trình con trong thư viện chuẩn
