STT;SACH;BAI;CHUDE;MUCDO;CAUHOI;CAUTRALOI;DAPAN;MA_YCCD;NOIDUNG_YCCD
229;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Việc chia sẻ tài nguyên mạng theo nhu cầu qua internet miễn phí hoặc trả phí theo hạn mức sử dụng được gọi là:;Thuê phần cứng.~Thuê ứng dụng.~Thuê phần mềm.~Dịch vụ điện toán đám mây.;Dịch vụ điện toán đám mây.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
230;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Phần mềm tạo lớp học ảo Zoom là phần mềm gì?;Phần mềm ứng dụng.~Phần mềm nền tảng.~Cả A và~Không là phần mềm gì cả.;Phần mềm ứng dụng.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
231;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Mạng LAN có phạm vi địa lí….mạng WAN;Lớn hơn.~Bé hơn.~Bằng.~Bằng hoặc lớn hơn.;Bé hơn.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
232;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Máy tính trong mạng Internet giao tiếp với nhau bằng cách nào?;Do cùng sử dụng bộ giao thức TCP/IP.~Do sử dụng chung một loại ngôn ngữ là tiếng Anh.~Do có trình biên dịch ngôn ngữ giữa các máy tính.~Do dùng chung một loại ngôn ngữ gọi là ngôn ngữ siêu văn bản.;Do cùng sử dụng bộ giao thức TCP/IP.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
233;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Theo phạm vi địa lí, mạng máy tính chia thành mấy loại?;3.~4.~2.~5.;2;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
234;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Thông hiểu;Nhận đinh nào sai trong những phát biểu sau:;Ai cũng có thể là chủ sở hữu của Internet.~Internet là mạng máy tính khổng lồ, kết nối hàng triệu máy tính, mạng máy tính trên khắp thế giới và sử dụng bộ giao thức truyền thông TCP/IP.~Mỗi máy tính trong Internet đều có chung địa chỉ IP.~Internet là mạng có hàng triệu máy chủ.;Mỗi máy tính trong Internet đều có chung địa chỉ IP.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
235;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Thông hiểu;Trong thực tế, IoT có thể ứng dụng trong lĩnh vực nào?;Smart home.~Smart car.~Smart watch~Tất cả các đáp án trên.;Tất cả các đáp án trên.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
236;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Người nào sau đây là chủ sở hữu mạng toàn cầu Internet?;Hãng Microsoft.~Hãng IBM.~Không có ai là chủ sở hữu của mạng toàn cầu Internet.~Tất cả các ý trên đều sai.;Không có ai là chủ sở hữu của mạng toàn cầu Internet.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
237;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Các LAN có thể kết nối với nhau thông qua thiết bị nào?;Switch.~HUB~Router.~Không có.;Router.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
238;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Thông hiểu;Lưu trữ thông tin trên Internet qua Google drive là thuê phần;Ứng dụng.~Cứng.~Mềm.~Dịch vụ.;Cứng.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
239;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Thông hiểu;Phát biểu nào đúng về IoT?;IoT là mạng kết nối các thiết bị thông minh thông qua mạng Internet nhằm thu thập dữ liệu trên phạm vi toàn cầu.~loT là mạng của các thiết bị thông minh nhằm thu thập và xử lý dữ liệu tự động.~loT là mạng của các thiết bị tiếp nhận tín hiệu.~loT là mạng của các máy tính, nhằm trao đổi dữ liệu với nhau.;loT là mạng của các thiết bị thông minh nhằm thu thập và xử lý dữ liệu tự động.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
240;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Phạm vi sử dụng của internet là?;Chỉ trong gia đình.~Chỉ trong cơ quan.~Chỉ ở trên máy tính và điện thoại.~Toàn cầu.;Toàn cầu.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
241;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Thông hiểu;Dịch vụ lưu trữ đám mây của Microsoft là gì?;Mediafire.~Google Driver.~OneDriver.~Cả 3 đáp án đều đúng.;OneDriver.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
242;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Mạng INTERNET gồm có những thành phần nào sau đây?;Các máy tính.~Các thiết bị mạng đảm bảo việc kết nối giữa các máy tính với nhau.~Phần mềm hỗ trợ kết nối giữa các máy với nhau.~Tất cả đều đúng;Tất cả đều đúng;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
243;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Thông hiểu;Chọn phát biểu đúng?;Mạng cục bộ không có chủ sở hữu.~Mạng internet có chủ sở hữu.~Phạm vi của mạng internet là toàn cầu.~Mạng cục bộ không thể lắp đặt trong gia đình.;Phạm vi của mạng internet là toàn cầu.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
244;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Phát biểu nào sau đây chính xác nhất về mạng Internet?;Là mạng lớn nhất trên thế giới.~Là mạng cung cấp khối lượng thông tin lớn nhất.~Là mạng máy tính toàn cầu sử dụng bộ giao thức truyền thông TCP/IP.~Là mạng có hàng triệu máy chủ.;Là mạng máy tính toàn cầu sử dụng bộ giao thức truyền thông TCP/IP.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
245;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Phát biểu nào về bộ định tuyến là đúng đắn nhất?;Là thiết bị để kết nối hai mạng máy tính sao cho máy từ mạng này có thể gửi gói tin sang máy của mạng kia.~Là thiết bị để kết nối mạng cục bộ với Internet.~Là thiết bị để kết nối các máy thành một mạng sao cho từ máy này có thể gửi gói tin sang máy kia.~Là thiết bị mạng để xây dựng mạng cục bộ không dây.;Là thiết bị để kết nối hai mạng máy tính sao cho máy từ mạng này có thể gửi gói tin sang máy của mạng ki;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
246;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Internet có lợi ích đối với các hoạt động nào sau đây?;Giải trí.~Bảo vệ sức khỏe.~Học tập, làm việc, giao tiếp.~Cả 3 ý trên.;Cả 3 ý trên.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
247;Kết nối tri thức;Mạng máy tính trong cuộc sống hiện đại;B;Nhận biết;Điện thoại thông minh được kết nối internet bằng cách nào?;Qua dịch vụ 3G, 4G, 5G.~Kết nối gián tiếp qua wifi.~Cả A và B~Không thể kết nối.;Cả A và B.;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
248;Kết nối tri thức;An toàn trên không gian mạng;B;Nhận biết;Theo cơ chế lây nhiễm, có mấy loại phần mềm độc hại?;3.~2.~4.~5.;2;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
249;Kết nối tri thức;An toàn trên không gian mạng;B;Nhận biết;Có mấy kiểu quét trong Window Defender?;1.~2.~3.~4.;4;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
250;Kết nối tri thức;An toàn trên không gian mạng;B;Nhận biết;Lí do nào làm chúng ta cần bảo vệ thông tin máy tính?;Trong máy tính có những thông tin rất quan trọng.~Trong quá trình sử dụng có thể có những rủi ro làm mất thông tin trong máy tính.~Sự mất an toàn thông tin ở quy mô lớn hoặc ở tầm quốc gia có thể đưa đến những hậu quả vô cùng to lớn.~Tất cả đều đúng;Tất cả đều đúng;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
251;Kết nối tri thức;An toàn trên không gian mạng;B;Nhận biết;Thảm họa Sâu WannaCry tống tiền bằng cách mã hóa toàn bộ thông tin có trên đĩa cứng và đòi tiền chuộc mới cho phần mềm hóa giải diễn ra vào năm nào?;2016.~2017.~2018.~2019.;2017;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
252;Kết nối tri thức;An toàn trên không gian mạng;B;Nhận biết;Thiết lập lựa chọn và quét virus với Window Defender gồm mấy bước?;2.~3.~4.~5.;3;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
253;Kết nối tri thức;An toàn trên không gian mạng;B;Nhận biết;Vật nào sau đây có thể mang virus?;Các tệp chương trình.~Văn bản.~Bộ nhớ và một số thiết bị máy tính (đĩa cứng, đĩa mềm,…..).~Tất cả đều đúng;Tất cả đều đúng;B1;Trình bày được những thay đổi về chất lượng cuộc sống, phương thức học tập và làm việc trong xã hội mà ở đó mạng máy tính được sử dụng phổ biến. ~~~~~~
